payload_commit_msg,repository_language
- moved to apt-get since is more quicker - `--assume-yes` by default,VimL
Allow making of the yes-model from an alphabet instead of a model.,C
"Removed eproject recipe, yay! I like project-root better.",Perl
Add --yes option,Scala
hurray,C++
yay,JavaScript
"[Build] Change the build system to use xbuild instead of makefiles The actual compilation process now happens with xbuild. The root makefile just issues an ""xbuild Main.sln"" call. If you type 'make' in a subdirectory you will issue an 'xbuild foo.csproj' for that dir and every subdir. This is slightly slower than building Main.sln directly if many subdirs are being built. 'make dist' is now implemented with a call to 'git archive' which means our tarball really does contain everything we need to build monodevelop (yay!). Makefile integration is now disabled (it's unnecessary). We now put test assemblies in build/test too to avoid polluting build/bin and build/Addins",C#
default yum answers to yes,Shell
"make it globally configurable whether to use mag or not default is yes for all ahrs algos, except float_dcm where the default is not to use the mag to disable the mag, explicitly configure USE_MAGNETOMETER to zero. e.g.: <subsystem name""ahrs"" type=""int_cmpl_quat""> <configure name=""USE_MAGNETOMETER"" value=""0""/> </subsystem)",C
"Animated background tiles, yay!",JavaScript
"This makes the build fail as it should now, yay!",Java
"yay for more organization, yay for a shiny readme",JavaScript
"Merge branch 'drm-prime-dmabuf-initial' of git://people.freedesktop.org/~airlied/linux Pull dma-buf prime support from Dave Airlie: ""This isn't a majorly urgent thing to have, but we'd like to set the stage for working on dma-buf support in the drm drivers for the next merge window, so I'd like to push in the initial submission now so people have something that we can build on top of. The code just introduces the user interface and internal helper functions for drivers to use. We have driver support under development for i915, nouveau, udl on x86 and exynos, omapdrm on arm, which we would be aiming for the next merge window."" In the -rc1 announcement I asked for people who would use this to comment on it, and got severa ""Yes please"" from people for this and for HSI (that I merged earlier). So far crickets on pohmelfs and the DMA-mapping infrastructure. * 'drm-prime-dmabuf-initial' of git://people.freedesktop.org/~airlied/linux: drm: base prime/dma-buf support (v5)",C
This is getting very interesting right now. I'm excited.,JavaScript
"IntegerUs! Yes, why not?! There's already a DecimalUs there... Also, using data-meiomask-option isn't easily feasible in a xslt file (parser thinks its an attribute value template). A possible fix is to assume that the value of the meiomask-option is an object body, but it will break everything :P",JavaScript
"Added class=""submit"" to create new mat button Updated asset paths to new syntax and removed .erb Yay!",Ruby
"Merge pull request #104 from placeboArts/master Added class=""submit"" to create new mat button Updated asset paths to new syntax and removed .erb Yay!",Ruby
"Yay! Fixed Source multi packets reading. However, code currently is very ""raw"" and requires very big cleanup. Also started working on source rcon protocol implementation.",PHP
"Yay! Fixed Source multi packets reading. However, code currently is very ""raw"" and requires very big cleanup. Also started working on source rcon protocol implementation.",PHP
Fixed rocketjump not happening and got the client prediction working. Yay.,Python
Fixed rocketjump not happening and got the client prediction working. Yay.,Python
Merge pull request #176 from infracaninophile/master Fix SIGFPE when SHLIBS: yes is set in pkg.conf,C
yay java,Java
"merged branch Tobion/command-name (PR #3285) Commits ------- 447d468 restore previous testing style with static fixtures for console 11585c3 fix Command:asXml to use processed help 304e13d replaced command names with supported placeholders in help texts Discussion ---------- using the placeholder in command help texts Replaced the command names with the already supported placeholders `%command.name%` and `%command.full_name%`. Thus preventing typos in future commands based on the existing ones. --------------------------------------------------------------------------- by fabpot at 2012-02-09T06:26:07Z That breaks the unit tests. --------------------------------------------------------------------------- by Tobion at 2012-02-09T17:05:06Z fixed --------------------------------------------------------------------------- by stof at 2012-02-09T17:43:47Z can you rebase your branch please ? it conflicts with master --------------------------------------------------------------------------- by stof at 2012-02-09T17:44:11Z the reason is simple: SwiftmailerBundle is gone :) --------------------------------------------------------------------------- by Tobion at 2012-02-09T23:23:23Z done --------------------------------------------------------------------------- by fabpot at 2012-02-11T23:47:10Z Can you squash your commit before I merge this PR? Thanks. --------------------------------------------------------------------------- by Tobion at 2012-02-12T13:57:14Z I'm unable to squash it into 1 commit because of the uptream commits inside. I hope it's fine now. If not someone needs to help me. --------------------------------------------------------------------------- by stof at 2012-02-12T14:27:38Z ``git rebase -i upstream/master`` should allow you rebasing things and squashing them toghter (changing the action for the second commit to ``squash``) --------------------------------------------------------------------------- by Tobion at 2012-02-12T14:47:29Z first i tried with git rebase -i head~4 (4 commits), but this showed many more external commits. second I tried git reset --soft with a clean commit, but still no success. then I used your proposal. and there are always conflicts of stuff that is not part of my PR. now the diff is messed up... this is frustrating --------------------------------------------------------------------------- by stof at 2012-02-12T14:58:43Z The only reason why the diff is messed is because you messed it when resolving the conflicts by choosing the wrong result for the output. Please fix things as it means that merging your PR would revert changes done previosuly --------------------------------------------------------------------------- by stof at 2012-02-12T15:00:18Z Basically, you reverted most of the changes done in Symfony the few last days. --------------------------------------------------------------------------- by Tobion at 2012-02-12T15:10:59Z I used `git checkout --theirs .` when resolving. Whats the correct way? --------------------------------------------------------------------------- by stof at 2012-02-12T15:13:21Z Well, I generally resolve the conflicts myself instead of asking git to use one version, as generally the final code is not one of the versions by a mix of both versions (as both sides are likely to have done useful changes) --------------------------------------------------------------------------- by Tobion at 2012-02-12T15:15:02Z Yes but the conflicts are in files I never touched and that are not part of my changes. I cannot resolve hundreds of files by hand. --------------------------------------------------------------------------- by Tobion at 2012-02-12T15:41:31Z Finally it worked. I used git reset head~1 and then discarded all foreign changes. There you go. --------------------------------------------------------------------------- by Tobion at 2012-02-14T14:06:04Z @fabpot ping --------------------------------------------------------------------------- by Tobion at 2012-02-20T18:20:50Z @fabpot ping --------------------------------------------------------------------------- by stof at 2012-03-02T22:14:49Z @Tobion the branch needs to be rebased. It conflicts with master --------------------------------------------------------------------------- by Tobion at 2012-03-21T04:22:10Z All done. I don't want to squash commits because they are self-contained fixes and changes that might be needed for future references (like the dynamic tests for -`>run()`).",PHP
