payload_commit_msg,repository_language
Remove NEED_ROOT crap This patch revert patch 042d197b4d989ec64. NEED_ROOT was introduced to fix bug FS#24095. But in fact it doesn't solve it because nobody use it. The idea was to allow initscripts developper to have a check runned by every scripts which tell if scripts need to be run as root (most of them) or not (and the script check itself which part of him have to be run as root). All this to display a cute error message. I think this complexity is superfluous and let part of initscript will fail if rights are not enough. I must confess that we should have marked this bug as wontfix rather than do that. Signed-off-by: Sébastien Luttringer <seblu@seblu.net>,Shell
bullshit,Java
Update for 1.8.9-dev - Removed crap. - Checking for disabled schedule fix. - Updated minor code logic. - Updated for 1.2.3-R0.3-SNAPSHOT - Should stop errors as in Issue #82,Java
wtf github ? why u no like me ?,Python
IS SHIT,Prolog
"ADDED +groupBy.h so, there's just one test but… screw it? it's probably working.",C
add: wtf handler,Python
SHIT ===> GOLD,Haskell
removing crap files,JavaScript
Core: Rechecked in after git screw up...,PHP
ADDING MO SHIT-JASON HILTON NOT JON,Java
"Man, screw PROOF. Do it all in python.",Python
STOP IT GITHUB FOR MAC YOU ARE A SHIT IT'S SELECTED ALL BITCH,PHP
dmitrik shit fixed,PHP
"Screw that, I'm removing lockette support too. Anyway, it should be ready for 1.2...",Java
done wth the demo app,Ruby
"New refactoring pt2 (There will be pt3 tomorrow, bitch!)",Java
what the hell,PHP
"Added try catch around Base64 decode, updated MD5 to use the bloody crypto library.",ActionScript
fuck my life,Haskell
NO BULLSHIT,C
"use different icons for offline/away in buffer view, optimize storing of networks and users in networks to speed up shit",Java
Netcrawler fucked up. I fix again.,PHP
It actually works without this. But it's sure as hell less confusing to put it in.,Erlang
Covering my ass,JavaScript
Fix appengine error bullshit.,Python
"Fucking optimization is! fix #38. Test ""connect person"" is passed.",C++
Damn you downcase!,Ruby
Shit verwijderd,Java
I suck at coding.,JavaScript
"Fucked up the gem push, rebuilding",Ruby
Genesect formes wtf?,Python
missing autoload wtf,PHP
Pruning more shit.,Ruby
damn it,Go
"Fix bug where deleting sounds not on the last row screwed up the order When you delete, the delete moves all sounds upwards. The fix was in that logic.",Java
fuck jj,VimL
Fucking commas,JavaScript
"Fixes for TWL bugs, removed dirty old shit from new renderer, fixed turrible obj parser",Java
Made Ray's link look more like an advert and fixed common.func so that input validation/sanitization doesn't produce those fucked up characters,JavaScript
"Screwed that last thing up. Committed the class file, lost all my changes, redid all that code. FML",Java
damn BOMs,JavaScript
"WebUI: Accept content types with appended charset (fixes API access from Firefox, but rendering is still screwed up)",Python
wtf is Travis Minor?,JavaScript
More bullshit details added.,Java
"SimplePolygon: Brute force three-color Change method of coloring. Just using brute force method. Not quite working yet, but doesn't screw up quite as bad as before.",C++
"When no words are given to the Urban Dictionary command, get a random definition. Also use HTTPS (even though their cert is self-signed or some crap). This was a lot more work than it should have been. random.php uses a reidrect to a random word, so we have to follow those. I stole code from scripts/title.rb for that. Maybe we should have a safe HTTP GET function in core? Nah...",Ruby
Unit4Quiz3 was a BITCH,Python
Slow progress with prototype renderer. Default implementetion of still model instance. Animated models support. Initial work with #ifdef shader code. Its gonna be one bad ass shader. git-svn-id: https://libgdx.googlecode.com/svn/trunk@3566 6c4fd544-2939-11df-bb46-9574ba5d0bfa,C
wtf,Python
FUCK YEAH INPUT UP IN THIS BITCH,Java
"Screw SVG! I have fixed gleitfach.overlay() and related so that they use regular HTML instead of SVG. SVG *was* a bit easier to draw with, and I intend to keep it for the pop-around-menu, but I much prefer simple HTML for interacting with other elements.",JavaScript
got rid of wtf,Python
Add glew crap to piglit-dispatch.h,C
FUCK YEAH - hobo movment finally working,JavaScript
No more dependency hell,Python
"Migrated to GHC 7.2.2, done some clean-up of redundant crap.",Haskell
Screwed up docs.,Go
Remove some workaround crap,C
working on the calendar and dataloader and shit,JavaScript
"fix validation attributes using reflection to get properties that were already setup. removed stuff that wasnt actually used fixes validators missing attributes ran at runtime, and probably lots of other shit",C#
"Things left to do: 1) Fix the fucking checksum. 2) Clean the entire program's usability. 3) Figure out the uses for the remaining cases. *4*) Start testing with 2+ computers, cross-compatibility and test with other people's code. **5**) Actually do write-up's and videos.",Java
more shit,Ruby
"Added this file just because it is so damn old, I have used this since 1991",Shell
"fuck hgshelve, it never works the way I want it to",Python
Separated register and login flows. Login returns some crappy cookie to the client,JavaScript
added memory hound and there were no leaks! fuck yeah team,Objective-C
just push the shit,Objective-C
More mini page updates. Looks like crap but works.,Ruby
GridView doesn't look like total shit now.,Java
replaced foo bar bullshit and made links readable,JavaScript
"renamed a bunch of shit, moved it to new locations and adjusted code to account for it.",Python
added shit to gitignore,Ruby
wth,Objective-C
some functional shit,C++
spelling error fucked it all to death,Verilog
I don't know what the fuck this commit is about.,C#
Renamed the Game folder to SBGame since Visual Studio is sometiems a fuckin idiot and cannot change the folder name.,C#
Add new action `check' Check whether I'm at work or play. Usage: $ ./get-shit-done check,Shell
Fuck untested commits,Ruby
菜单bug @zlbandy are u fucking kidding me?,Java
"upgraded project, removed mobile platform (wtf?)",C++
"Converted ALL the transmitted data to JSON Made the codebox update the clients with your code. Yay! NOTE: This is NOT the final implementation! I'll be adding some kind of tracking. Tell ya what though, it is bloody fast even sending relatively large chunks of data!",JavaScript
"da shit cmpile, let's keep the shot",Scala
GREEN FUCKING BAR,Java
pix and shit,PHP
Fix the damn afk tag bug,Lua
"Screw the filesize, it changes every damn commit",C
Breadcrumbs are working but are ugly to code oh wtf...,JavaScript
Screw you pom >.> Signed-off-by: Chris Sanders <NinjaZidane@hotmail.com>,Java
"Canary support for the hell of it, mainly to ensure we can support packageless mods",Java
Make rules explicit becuase Jon and his Make suck.,Perl
"Added faraday and oauth2, cleaned some crap up",Ruby
"Added faraday and oauth2, cleaned some crap up",Ruby
"Added faraday and oauth2, cleaned some crap up [Delivers #26477997]",Ruby
bloody log likelihood,Matlab
removed last IDE crap,PHP
"write govnokod (shit code), do it well. (see adm_add_street). but it's work xD Signed-off-by:Oleg <seyferseed@mail.ru>",PHP
"made the setupListenConnection static and used it in the server, also: HELL YEA ONE LINER!",Java
got css not to suck,JavaScript
Don't screw the project if the same file is generated twice.,Objective-C
I hate this fucking language.,Haskell
"Now can change ID of contestants until the season is started. JESUS CHRIST THAT SUCKED. Also, when sorting columns, it will maintain where you had previously selected",Java
fuckidy fuck,Ruby
deleted line that screwed api-key-generation up,PHP
WTF,PHP
encoding issue fucked,Objective-C
Merge branch 'master' of github.com:s-hell/configs Conflicts: droopy,Lua
damn classpath igen,Java
WTF is this.,C++
'screwed up stylesheet',JavaScript
wtf,Python
Moved old assignment crap into data,Matlab
"omniauth is being an ass, let's just write our own auth",Ruby
FUCK,Java
Fuck yeah! Działa ale nie mozna przesadzac z wielkoscia liczb bo mozna czekac cala noc :D,C++
wtf? GameController not merged,PHP
Big-ass refactoring and validate BSN's correctly.w,Ruby
Grabbed magic values shit to appearance.,JavaScript
remove some shit + ignore *.class,Emacs Lisp
Damn you MySQL. Testing.,Perl
Removing loads of Eclipse crap,Java
Why in blue shit was that in there?,JavaScript
horse shit,C#
int might not indicate processor word width. Damn it.,Factor
minified THE FUCK outta those images,PHP
"Fixed Wes's shitty code again, and started building up fixes.h (makes old versions of GMP work)",C
Yeah! FIXED THIS FUCKING SHIT! Fix: realised calloc. It used std calloc somehow and tried to free or realloc it's memory pieces with my funcs. Or some else stupid shit,Shell
"Add tegra_android_debug config template This configuration template kills in-kernel stack unwinding in favor of the usual frame pointer handling in function prologues and epilogues. The resulting kernel is larger and somewhat slower, but this makes a hell lot easier to dig inside a post-panic stack trace. Use this configuration only if you *REALLY* need it.",C
"ass css for ""<code>""",PHP
"Removed useless crap, project list is now working, fixed bug inside repositories, and added console-trace.",JavaScript
bug found and fucked,Haskell
"Updates to event dialog. Removed some useless crap (= week divider), too",Python
"Fuck breadcrumbs, they're useless piece of shit! Refactored project controller. Removed render_form which is useless in callbacks anyways. Simplified repositories a bit. Refactored a good part of the Projects repository and routes. Finished the HBS refactoring.",JavaScript
"Final update, no more to do here, shitty twitter app not to be touched again",Ruby
README code formatting (I suck at GitHub very hard),Go
README code formatting (wtf),Go
"ugh, wtf.",Objective-C
Added a bunch of shit.,Java
removed some shit,Java
do all of our Executor loading sequentially Lots of simultaneous file loads are too much for the fragile AIR runtime. It just throws up its hands and crashes all the fucking time.,ActionScript
Trying to get fucking external urls to work.,Shell
fix fucking build issue,C++
Adding SDL_image to dependency trees. Because fuck color keys.,C++
new icons for the fucking sidebar,Ruby
Fix the fucking compile. I start to hate GIT!!,C++
